LSOA code (2011);LSOA name (2011);Local Authority District code (2013);Local Authority District name (2013);IMD Score;IMD Rank (where 1 is most deprived);IMD Decile (where 1 is most deprived 10% of LSOAs);Income Score (rate);Income Rank (where 1 is most deprived);Income Decile (where 1 is most deprived 10% of LSOAs);Employment Score (rate);Employment Rank (where 1 is most deprived);Employment Decile (where 1 is most deprived 10% of LSOAs);Education, Skills and Training Score;Education, Skills and Training Rank (where 1 is most deprived);Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs);Health Deprivation and Disability Score;Health Deprivation and Disability Rank (where 1 is most deprived);Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs);Crime Score;Crime Rank (where 1 is most deprived);Crime Decile (where 1 is most deprived 10% of LSOAs);Barriers to Housing and Services Score;Barriers to Housing and Services Rank (where 1 is most deprived);Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs);Living Environment Score;Living Environment Rank (where 1 is most deprived);Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01002099;Haringey 008A;E09000014;Haringey;46,9;2808;1;0,3;1963;1;0,2;4426;2;32,8;7556;3;0,9;5566;2;0,5;8723;3;51,2;204;1;25,8;10924;4
E01002100;Haringey 008B;E09000014;Haringey;32,8;7023;3;0,2;6250;2;0,1;9280;3;25,1;10823;4;0,1;14760;5;0,8;5472;2;37,1;3109;1;38,4;5257;2
E01002101;Haringey 007B;E09000014;Haringey;24,2;11321;4;0,2;12053;4;0,1;17020;6;17,1;15806;5;0,0;16181;5;0,6;7628;3;36,3;3445;2;38,2;5299;2
E01002102;Haringey 007C;E09000014;Haringey;30,1;8182;3;0,2;8239;3;0,1;11894;4;13,6;18525;6;0,1;14751;5;1,1;2480;1;36,7;3286;2;39,7;4817;2
E01002103;Haringey 008C;E09000014;Haringey;25,7;10488;4;0,2;8835;3;0,1;14712;5;16,9;15912;5;-0,3;20566;7;0,7;6112;2;35,0;4004;2;36,6;5904;2
E01002104;Haringey 008D;E09000014;Haringey;27,2;9618;3;0,2;7902;3;0,1;9463;3;19,3;14241;5;-0,1;16917;6;0,4;9773;3;33,5;4723;2;29,0;9168;3
E01002105;Haringey 007D;E09000014;Haringey;30,6;7965;3;0,2;9697;3;0,1;14655;5;17,1;15792;5;-0,1;17222;6;1,1;2740;1;43,6;1260;1;45,3;3258;1
E01032575;Haringey 037D;E09000014;Haringey;50,5;2143;1;0,3;1913;1;0,2;3709;2;39,2;5531;2;0,5;9189;3;1,2;1875;1;45,3;938;1;41,7;4227;2
E01033085;Haringey 020E;E09000014;Haringey;36,5;5606;2;0,2;8427;3;0,1;14193;5;16,2;16486;6;0,7;7237;3;0,6;7099;3;52,8;105;1;58,8;1011;1
E01033086;Haringey 020F;E09000014;Haringey;50,8;2086;1;0,4;1091;1;0,2;2605;1;36,6;6332;2;1,0;4116;2;0,5;9056;3;42,9;1399;1;26,9;10303;4
E01002106;Harrow 008A;E09000015;Harrow;10,9;23159;8;0,1;18168;6;0,1;22378;7;8,1;23858;8;-1,2;30298;10;0,2;14153;5;23,7;12411;4;11,8;21662;7
E01002107;Harrow 012A;E09000015;Harrow;7,0;28030;9;0,1;24119;8;0,0;28249;9;3,6;29112;9;-1,5;31468;10;0,1;14754;5;21,5;14988;5;10,9;22608;7
E01002108;Harrow 008B;E09000015;Harrow;7,7;27073;9;0,1;19369;6;0,1;26308;9;4,3;28240;9;-1,2;30293;10;-0,3;21129;7;20,3;16367;5;11,2;22265;7
E01002109;Harrow 008C;E09000015;Harrow;8,6;25960;8;0,1;21329;7;0,0;28086;9;4,9;27466;9;-1,1;29141;9;0,3;11207;4;21,5;14985;5;11,1;22309;7
E01002110;Harrow 008D;E09000015;Harrow;7,1;27886;9;0,1;22593;7;0,1;26878;9;3,5;29244;9;-1,1;29230;9;-0,3;20776;7;21,4;15079;5;11,3;22130;7
E01002111;Harrow 008E;E09000015;Harrow;13,2;20446;7;0,1;14956;5;0,1;19004;6;7,8;24174;8;-0,9;27318;9;0,0;16264;5;25,2;10816;4;14,3;19086;6
E01002112;Harrow 001A;E09000015;Harrow;6,7;28389;9;0,1;23662;8;0,0;30606;10;2,7;30192;10;-1,6;31787;10;0,3;11803;4;18,4;18775;6;12,7;20687;7
E01002113;Harrow 002A;E09000015;Harrow;15,8;17859;6;0,1;14742;5;0,1;13854;5;4,0;28590;9;-0,5;23634;8;0,2;13810;5;30,4;6515;2;10,2;23400;8
E01002114;Harrow 001B;E09000015;Harrow;19,9;14343;5;0,2;11130;4;0,1;17866;6;12,7;19311;6;-0,3;21227;7;-0,1;18320;6;43,5;1274;1;10,8;22644;7
E01002115;Harrow 002B;E09000015;Harrow;13,6;20056;7;0,1;16151;5;0,1;21888;7;6,3;25857;8;-0,9;27480;9;0,3;11244;4;32,0;5574;2;10,4;23177;8
E01002116;Harrow 002C;E09000015;Harrow;6,8;28175;9;0,1;24287;8;0,0;30004;10;2,3;30646;10;-1,5;31392;10;-0,2;19356;6;27,1;9080;3;10,0;23561;8
E01002117;Harrow 002D;E09000015;Harrow;16,4;17263;6;0,2;11291;4;0,1;14006;5;5,5;26791;9;-0,6;24435;8;0,0;16391;5;29,6;7056;3;8,3;25483;8
E01002118;Harrow 002E;E09000015;Harrow;17,6;16266;5;0,2;12393;4;0,1;20645;7;9,3;22582;7;-0,3;20825;7;0,7;5930;2;26,7;9359;3;18,9;15495;5
E01002119;Harrow 007A;E09000015;Harrow;18,7;15353;5;0,1;13254;5;0,1;18616;6;11,5;20445;7;-0,6;24702;8;0,7;5927;2;29,6;7106;3;24,2;11877;4
E01002120;Harrow 007B;E09000015;Harrow;30,4;8019;3;0,3;5384;2;0,2;7618;3;19,2;14340;5;0,2;13902;5;0,1;14978;5;42,2;1565;1;15,5;18078;6
E01002121;Harrow 007C;E09000015;Harrow;12,3;21494;7;0,1;18899;6;0,1;23848;8;9,4;22431;7;-1,1;29637;10;0,6;7575;3;24,9;11186;4;13,4;20005;7
E01002122;Harrow 007D;E09000015;Harrow;12,9;20731;7;0,1;17345;6;0,1;22000;7;11,3;20674;7;-1,1;29113;9;0,2;13157;5;24,6;11500;4;20,7;14120;5
E01002123;Harrow 007E;E09000015;Harrow;18,1;15769;5;0,1;14688;5;0,1;23622;8;16,2;16525;6;-0,6;24657;8;1,0;3536;2;28,3;8091;3;22,4;13019;4
E01002124;Harrow 010A;E09000015;Harrow;14,7;18975;6;0,1;17961;6;0,1;22230;7;24,1;11319;4;-0,7;26055;8;0,2;13025;4;26,1;9907;4;15,2;18330;6
E01002125;Harrow 010B;E09000015;Harrow;16,8;16882;6;0,1;15014;5;0,1;24940;8;20,2;13641;5;-1,0;28403;9;0,9;4549;2;26,7;9419;3;19,9;14705;5
E01002126;Harrow 023A;E09000015;Harrow;14,5;19107;6;0,1;17086;6;0,1;24212;8;2,4;30443;10;-0,2;19271;6;0,4;11134;4;29,1;7452;3;27,1;10167;4
E01002127;Harrow 023B;E09000015;Harrow;12,9;20808;7;0,1;18530;6;0,1;20251;7;2,5;30415;10;-0,8;26661;9;0,5;8552;3;24,0;12060;4;20,5;14304;5
E01002128;Harrow 020A;E09000015;Harrow;16,4;17293;6;0,1;14903;5;0,1;16367;5;4,3;28134;9;-0,4;22229;7;0,4;10042;4;23,7;12351;4;29,0;9158;3
E01002129;Harrow 023C;E09000015;Harrow;16,2;17495;6;0,1;14018;5;0,1;13993;5;6,5;25622;8;-0,6;24132;8;0,3;11916;4;20,9;15684;5;24,3;11830;4
E01002130;Harrow 020B;E09000015;Harrow;27,0;9742;3;0,2;8202;3;0,1;12999;4;10,4;21448;7;0,5;9240;3;0,6;7645;3;25,8;10210;4;45,0;3328;2
E01002131;Harrow 023D;E09000015;Harrow;26,1;10210;4;0,2;7222;3;0,1;9328;3;11,2;20782;7;0,5;9304;3;-0,4;22201;7;38,9;2450;1;12,2;21241;7
E01002132;Harrow 029A;E09000015;Harrow;8,6;25968;8;0,1;24381;8;0,0;28851;9;2,0;30996;10;-1,7;32001;10;0,4;10496;4;24,5;11526;4;19,1;15319;5
E01002133;Harrow 027A;E09000015;Harrow;30,4;8053;3;0,2;5869;2;0,2;7404;3;19,3;14260;5;0,3;12317;4;0,4;9920;4;37,5;2957;1;16,7;17054;6
E01002134;Harrow 029B;E09000015;Harrow;6,3;28793;9;0,1;26824;9;0,1;26264;8;1,2;31885;10;-1,3;30598;10;-0,1;18587;6;22,8;13373;5;10,6;22929;7
E01002135;Harrow 029C;E09000015;Harrow;14,9;18696;6;0,1;15873;5;0,1;19537;6;13,5;18600;6;-0,3;20378;7;0,2;13792;5;22,4;13856;5;20,9;13996;5
E01002136;Harrow 027B;E09000015;Harrow;11,5;22423;7;0,1;15727;5;0,1;22594;7;2,6;30241;10;-1,2;30261;10;0,4;10470;4;21,0;15506;5;16,6;17193;6
E01002137;Harrow 029D;E09000015;Harrow;7,2;27772;9;0,0;32305;10;0,0;32617;10;11,4;20602;7;-1,4;31249;10;-0,6;25265;8;29,3;7299;3;21,1;13882;5
E01002138;Harrow 027C;E09000015;Harrow;16,4;17257;6;0,2;10134;4;0,1;18394;6;8,5;23437;8;-0,6;24047;8;0,3;11749;4;24,2;11834;4;15,8;17817;6
E01002139;Harrow 006A;E09000015;Harrow;32,4;7164;3;0,3;4281;2;0,2;5945;2;28,4;9259;3;0,3;12225;4;0,6;7333;3;28,2;8141;3;11,7;21767;7
E01002140;Harrow 005A;E09000015;Harrow;17,2;16620;6;0,2;11918;4;0,1;15215;5;11,0;20930;7;-0,4;22521;7;0,5;8491;3;21,8;14598;5;13,7;19692;6
E01002141;Harrow 005B;E09000015;Harrow;14,7;18982;6;0,1;14064;5;0,1;17466;6;5,7;26504;9;-0,8;26300;9;0,3;12523;4;28,7;7801;3;11,0;22437;7
E01002142;Harrow 005C;E09000015;Harrow;11,2;22752;7;0,1;17498;6;0,1;25103;8;4,2;28337;9;-1,2;30041;10;0,3;11527;4;26,2;9882;4;15,2;18339;6
E01002143;Harrow 005D;E09000015;Harrow;20,3;13946;5;0,2;9296;3;0,1;12128;4;13,5;18645;6;-0,3;21214;7;0,4;9960;4;22,0;14391;5;19,6;14917;5
E01002144;Harrow 004A;E09000015;Harrow;13,1;20613;7;0,1;21340;7;0,1;22243;7;7,5;24511;8;-0,9;28130;9;0,2;13590;5;35,6;3727;2;15,1;18416;6
E01002145;Harrow 005E;E09000015;Harrow;18,2;15703;5;0,1;12575;4;0,1;14812;5;4,7;27776;9;0,2;13624;5;0,0;17186;6;33,7;4632;2;10,3;23206;8
E01002146;Harrow 004B;E09000015;Harrow;2,8;32217;10;0,0;31842;10;0,0;31880;10;1,9;31084;10;-1,4;30854;10;-0,1;17523;6;11,6;27089;9;7,2;26718;9
E01002147;Harrow 004C;E09000015;Harrow;7,1;27836;9;0,1;27042;9;0,0;31960;10;1,1;31996;10;-1,2;29829;10;-0,7;26621;9;33,2;4854;2;15,4;18182;6
E01002148;Harrow 006B;E09000015;Harrow;8,9;25554;8;0,1;20352;7;0,1;23398;8;5,9;26290;9;-0,7;25899;8;0,1;15619;5;18,1;19204;6;9,5;24058;8
E01002149;Harrow 004D;E09000015;Harrow;3,8;31429;10;0,0;28504;9;0,0;32213;10;0,5;32525;10;-1,6;31840;10;-0,6;24568;8;21,6;14798;5;9,1;24564;8
E01002150;Harrow 006C;E09000015;Harrow;10,3;23791;8;0,1;16581;6;0,1;26913;9;7,1;24977;8;-1,1;29287;9;0,0;16857;6;21,4;15061;5;19,3;15136;5
E01002151;Harrow 006D;E09000015;Harrow;33,6;6680;3;0,3;3890;2;0,2;4424;2;26,8;9986;4;0,3;12058;4;0,5;9058;3;24,1;11955;4;19,2;15198;5
E01002152;Harrow 006E;E09000015;Harrow;4,8;30452;10;0,1;27147;9;0,0;29568;10;0,9;32213;10;-1,3;30673;10;-0,3;20501;7;18,8;18297;6;11,4;22067;7
E01002153;Harrow 019A;E09000015;Harrow;5,3;29946;10;0,1;24496;8;0,1;25955;8;1,6;31387;10;-1,1;28976;9;-0,5;23472;8;13,9;24405;8;11,0;22502;7
E01002154;Harrow 015A;E09000015;Harrow;13,8;19869;7;0,1;15209;5;0,1;21238;7;4,2;28306;9;-0,9;27597;9;0,9;3937;2;18,4;18777;6;14,1;19283;6
E01002155;Harrow 019B;E09000015;Harrow;5,6;29654;10;0,1;26774;9;0,0;28923;9;0,8;32291;10;-1,5;31564;10;-0,2;19428;6;20,7;15884;5;13,7;19715;7
E01002156;Harrow 015B;E09000015;Harrow;5,9;29315;9;0,1;26588;9;0,1;25767;8;2,0;30986;10;-1,6;31801;10;0,0;17109;6;19,4;17619;6;9,2;24458;8
E01002157;Harrow 019C;E09000015;Harrow;10,3;23810;8;0,1;17967;6;0,1;23215;8;4,2;28285;9;-0,6;24614;8;0,2;13148;5;17,7;19693;6;14,5;18926;6
E01002158;Harrow 019D;E09000015;Harrow;3,7;31583;10;0,0;30262;10;0,0;30674;10;0,9;32114;10;-1,6;31724;10;-0,4;23182;8;20,9;15663;5;7,4;26586;9
E01002159;Harrow 021A;E09000015;Harrow;9,8;24491;8;0,1;16330;5;0,1;21233;7;2,5;30307;10;-0,9;28091;9;-0,2;19855;7;19,3;17737;6;12,2;21187;7
E01002160;Harrow 021B;E09000015;Harrow;10,8;23237;8;0,1;15384;5;0,1;25183;8;3,2;29592;10;-0,9;27833;9;0,1;14892;5;20,0;16880;6;20,3;14410;5
E01002161;Harrow 021C;E09000015;Harrow;12,9;20834;7;0,1;12502;4;0,1;19732;7;3,7;28907;9;-0,8;26965;9;0,1;15651;5;22,5;13840;5;13,1;20294;7
E01002162;Harrow 015C;E09000015;Harrow;14,8;18895;6;0,1;12903;4;0,1;16619;6;5,0;27374;9;-0,7;25302;8;-0,6;25785;8;29,5;7208;3;18,6;15703;5
E01002163;Harrow 015D;E09000015;Harrow;9,8;24471;8;0,1;18392;6;0,1;21776;7;3,2;29564;10;-1,0;28550;9;0,0;17102;6;22,4;13913;5;11,3;22196;7
E01002164;Harrow 021D;E09000015;Harrow;7,5;27386;9;0,1;20487;7;0,1;24804;8;2,2;30719;10;-1,3;30495;10;-0,2;19151;6;19,3;17670;6;10,8;22691;7
E01002165;Harrow 017A;E09000015;Harrow;13,3;20327;7;0,1;18643;6;0,1;21743;7;13,1;19017;6;-0,9;27957;9;0,0;17107;6;30,9;6187;2;16,8;17013;6
E01002166;Harrow 017B;E09000015;Harrow;14,1;19502;6;0,1;13919;5;0,1;21857;7;12,7;19321;6;-0,9;27442;9;0,2;13268;5;25,8;10199;4;14,9;18606;6
E01002167;Harrow 017C;E09000015;Harrow;19,0;15074;5;0,1;13004;4;0,1;21208;7;22,1;12393;4;-0,8;27049;9;0,7;5911;2;30,1;6721;3;19,8;14847;5
E01002168;Harrow 017D;E09000015;Harrow;25,8;10391;4;0,2;6575;3;0,1;11214;4;19,3;14243;5;0,3;11946;4;0,6;8246;3;26,2;9902;4;16,4;17354;6
E01002169;Harrow 017E;E09000015;Harrow;16,2;17485;6;0,1;14045;5;0,1;20602;7;15,9;16745;6;-0,8;26227;8;0,1;15262;5;33,9;4525;2;13,6;19857;7
E01002170;Harrow 033A;E09000015;Harrow;15,1;18538;6;0,1;14413;5;0,1;17882;6;15,3;17190;6;-0,6;24599;8;-0,1;17391;6;25,8;10239;4;15,0;18499;6
E01002171;Harrow 033B;E09000015;Harrow;11,9;21902;7;0,1;17351;6;0,1;23549;8;9,5;22366;7;-0,9;27675;9;0,0;16119;5;26,2;9894;4;15,8;17852;6
E01002172;Harrow 033C;E09000015;Harrow;13,5;20120;7;0,1;14797;5;0,1;22591;7;13,9;18326;6;-0,9;27825;9;-0,2;19882;7;28,9;7619;3;15,1;18452;6
E01002173;Harrow 033D;E09000015;Harrow;12,2;21517;7;0,1;16249;5;0,1;21424;7;6,4;25747;8;-1,2;30090;10;0,0;16793;6;30,7;6366;2;9,7;23846;8
E01002174;Harrow 033E;E09000015;Harrow;9,3;25135;8;0,1;19079;6;0,1;24031;8;6,6;25525;8;-1,0;28281;9;-0,3;20873;7;22,7;13524;5;11,6;21859;7
E01002175;Harrow 033F;E09000015;Harrow;11,7;22104;7;0,1;18347;6;0,1;24575;8;5,4;26938;9;-0,8;26578;9;0,4;9774;3;25,9;10156;4;13,6;19810;7
E01002176;Harrow 033G;E09000015;Harrow;12,3;21450;7;0,1;21250;7;0,1;23273;8;7,8;24168;8;-1,1;29645;10;0,6;8018;3;26,5;9589;3;18,9;15463;5
E01002177;Harrow 033H;E09000015;Harrow;11,7;22133;7;0,1;17133;6;0,1;23385;8;9,2;22715;7;-0,9;27733;9;0,1;14441;5;23,8;12246;4;15,5;18099;6
E01002178;Harrow 033I;E09000015;Harrow;8,9;25579;8;0,1;17515;6;0,1;24377;8;5,2;27106;9;-0,9;27266;9;-0,2;19742;7;17,7;19711;7;11,8;21649;7
E01002179;Harrow 013A;E09000015;Harrow;24,3;11240;4;0,2;6409;2;0,1;13213;5;13,4;18698;6;-0,5;23336;8;0,6;7919;3;32,1;5513;2;24,2;11864;4
E01002180;Harrow 013B;E09000015;Harrow;26,1;10247;4;0,2;7000;3;0,1;9453;3;17,2;15696;5;-0,2;19460;6;0,6;7361;3;29,6;7078;3;22,0;13304;5
E01002181;Harrow 020C;E09000015;Harrow;9,7;24625;8;0,1;18258;6;0,1;22977;7;5,6;26705;9;-1,1;29379;9;-0,3;20418;7;20,1;16703;6;17,6;16374;5
E01002182;Harrow 020D;E09000015;Harrow;13,4;20308;7;0,1;16805;6;0,1;18627;6;3,8;28829;9;-1,1;29046;9;0,5;9521;3;21,5;14967;5;23,7;12221;4
E01002183;Harrow 013C;E09000015;Harrow;17,7;16150;5;0,1;12928;4;0,1;17285;6;14,0;18193;6;-0,5;23255;8;0,2;13585;5;30,4;6561;2;19,8;14783;5
E01002184;Harrow 013D;E09000015;Harrow;18,4;15551;5;0,2;10385;4;0,1;15009;5;12,4;19694;6;-0,7;25468;8;0,3;12502;4;27,6;8643;3;17,6;16375;5
E01002185;Harrow 009A;E09000015;Harrow;28,0;9188;3;0,2;5581;2;0,2;6917;3;19,8;13953;5;0,1;15104;5;0,0;15874;5;31,3;5957;2;15,6;18034;6
E01002186;Harrow 009B;E09000015;Harrow;16,5;17175;6;0,1;14146;5;0,1;12927;4;7,6;24441;8;-0,3;20835;7;0,2;14063;5;23,7;12413;4;17,3;16615;6
E01002187;Harrow 009C;E09000015;Harrow;11,7;22107;7;0,1;18432;6;0,1;20376;7;4,7;27681;9;-0,8;26963;9;0,1;14784;5;28,1;8231;3;9,9;23707;8
E01002188;Harrow 016A;E09000015;Harrow;2,4;32444;10;0,0;32578;10;0,0;32439;10;0,3;32687;10;-1,8;32306;10;-0,4;21870;7;15,4;22530;7;8,9;24762;8
E01002189;Harrow 016B;E09000015;Harrow;4,8;30538;10;0,1;27299;9;0,0;31106;10;0,8;32293;10;-1,5;31521;10;-0,6;25623;8;20,2;16613;6;17,1;16795;6
E01002190;Harrow 009D;E09000015;Harrow;4,6;30714;10;0,0;31474;10;0,0;31959;10;1,0;32034;10;-1,8;32199;10;0,0;16949;6;25,6;10428;4;5,8;28399;9
E01002191;Harrow 022A;E09000015;Harrow;5,3;29980;10;0,1;25395;8;0,1;27145;9;1,6;31444;10;-1,6;31730;10;-0,7;26720;9;21,7;14738;5;9,7;23897;8
E01002192;Harrow 016C;E09000015;Harrow;5,9;29331;9;0,1;25372;8;0,0;31827;10;1,0;32071;10;-1,1;29283;9;0,1;15195;5;21,1;15453;5;10,8;22682;7
E01002193;Harrow 016D;E09000015;Harrow;10,3;23847;8;0,1;16846;6;0,1;19019;6;2,9;29946;10;-0,7;25250;8;-0,3;21252;7;19,9;16951;6;10,4;23104;8
E01002194;Harrow 022B;E09000015;Harrow;3,4;31814;10;0,0;29596;10;0,0;29093;9;0,6;32432;10;-1,4;31254;10;-0,5;24169;8;17,3;20205;7;6,6;27457;9
E01002195;Harrow 022C;E09000015;Harrow;4,5;30768;10;0,1;25257;8;0,1;27091;9;2,0;30966;10;-1,5;31373;10;-0,5;24301;8;15,4;22509;7;7,5;26504;9
E01002196;Harrow 022D;E09000015;Harrow;3,2;31962;10;0,1;27565;9;0,0;30554;10;0,6;32446;10;-1,7;32120;10;-0,6;25686;8;15,3;22676;7;8,1;25690;8
E01002197;Harrow 012B;E09000015;Harrow;11,3;22647;7;0,1;15899;5;0,1;21347;7;9,3;22551;7;-0,9;28104;9;-0,5;23559;8;24,9;11171;4;11,3;22108;7
E01002198;Harrow 010C;E09000015;Harrow;13,8;19865;7;0,1;17031;6;0,1;22986;7;14,0;18225;6;-1,0;28696;9;0,3;11867;4;29,9;6830;3;13,1;20340;7
E01002199;Harrow 012C;E09000015;Harrow;11,2;22728;7;0,1;15163;5;0,1;22149;7;8,7;23251;8;-1,0;28745;9;-0,1;17632;6;21,2;15365;5;12,4;20976;7
E01002200;Harrow 010D;E09000015;Harrow;15,0;18624;6;0,1;15502;5;0,1;22619;7;13,3;18818;6;-1,0;28368;9;0,6;7266;3;28,0;8334;3;14,6;18846;6
E01002201;Harrow 012D;E09000015;Harrow;8,5;26084;8;0,1;20299;7;0,1;27290;9;4,8;27646;9;-1,2;30317;10;0,1;14833;5;20,6;16016;5;14,7;18763;6
E01002202;Harrow 012E;E09000015;Harrow;18,1;15816;5;0,2;11447;4;0,1;19329;6;16,0;16665;6;-0,8;27093;9;0,1;14532;5;32,5;5271;2;22,2;13171;5
E01002203;Harrow 010E;E09000015;Harrow;13,0;20728;7;0,1;15257;5;0,1;23407;8;12,2;19826;7;-1,0;28345;9;-0,1;18802;6;29,8;6949;3;12,5;20944;7
E01002204;Harrow 032A;E09000015;Harrow;14,0;19641;6;0,1;15778;5;0,1;20389;7;8,6;23357;8;-0,8;26338;9;-0,1;18372;6;22,4;13905;5;32,9;7380;3
E01002206;Harrow 032B;E09000015;Harrow;10,8;23248;8;0,1;18895;6;0,1;22958;7;5,0;27406;9;-0,9;27306;9;0,4;10004;4;18,8;18298;6;16,4;17352;6
E01002207;Harrow 032C;E09000015;Harrow;9,8;24498;8;0,1;18547;6;0,1;21813;7;7,0;25120;8;-1,0;28248;9;0,0;16802;6;19,0;18031;6;11,2;22256;7
E01002208;Harrow 025A;E09000015;Harrow;3,6;31648;10;0,0;28678;9;0,0;29902;10;0,8;32287;10;-1,4;31222;10;-0,7;26065;8;19,2;17828;6;7,5;26426;9
E01002209;Harrow 025B;E09000015;Harrow;8,7;25831;8;0,1;21582;7;0,1;22086;7;3,1;29675;10;-1,0;28502;9;0,0;15941;5;19,5;17420;6;12,5;20904;7
E01002210;Harrow 032D;E09000015;Harrow;10,3;23826;8;0,1;18519;6;0,1;23006;8;5,3;26978;9;-1,2;30164;10;0,3;12057;4;22,2;14101;5;11,6;21835;7
E01002211;Harrow 028A;E09000015;Harrow;26,3;10114;4;0,2;6889;3;0,2;8056;3;25,5;10607;4;0,0;16206;5;0,2;12897;4;28,3;8098;3;12,5;20869;7
E01002212;Harrow 028B;E09000015;Harrow;20,1;14196;5;0,2;8851;3;0,1;16207;5;11,8;20233;7;-0,4;22516;7;0,7;6934;3;22,6;13651;5;24,7;11597;4
E01002213;Harrow 027D;E09000015;Harrow;19,1;15002;5;0,2;10415;4;0,1;18161;6;7,9;24081;8;-0,4;22385;7;0,4;9798;3;30,2;6672;3;25,8;10944;4
E01002214;Harrow 031A;E09000015;Harrow;18,1;15798;5;0,2;10898;4;0,1;15508;5;13,2;18877;6;-0,5;23389;8;0,6;8020;3;23,6;12522;4;13,3;20068;7
E01002215;Harrow 031B;E09000015;Harrow;27,4;9523;3;0,3;4375;2;0,2;8767;3;23,1;11847;4;-0,1;17189;6;0,4;11054;4;24,6;11513;4;14,7;18822;6
E01002216;Harrow 028C;E09000015;Harrow;10,1;24066;8;0,1;17862;6;0,1;24691;8;5,9;26309;9;-0,9;27212;9;0,2;12889;4;21,1;15456;5;10,6;22866;7
E01002217;Harrow 028D;E09000015;Harrow;37,2;5370;2;0,3;2483;1;0,2;5077;2;26,2;10284;4;0,8;6592;3;0,1;14496;5;34,6;4196;2;13,2;20210;7
E01002218;Harrow 030A;E09000015;Harrow;16,2;17453;6;0,1;15646;5;0,1;21116;7;7,6;24428;8;-0,8;27033;9;1,0;3017;1;23,6;12499;4;21,3;13764;5
E01002219;Harrow 030B;E09000015;Harrow;20,6;13753;5;0,2;12242;4;0,1;18261;6;22,5;12212;4;-0,5;23001;8;0,8;4872;2;25,6;10372;4;24,9;11468;4
E01002220;Harrow 031C;E09000015;Harrow;12,7;20995;7;0,1;17342;6;0,1;20631;7;10,7;21229;7;-0,6;24088;8;0,3;11147;4;21,3;15168;5;12,4;21015;7
E01002221;Harrow 030C;E09000015;Harrow;17,6;16247;5;0,1;13405;5;0,1;16256;5;15,9;16736;6;-0,8;26539;9;0,5;8842;3;22,7;13480;5;24,6;11621;4
E01002222;Harrow 030D;E09000015;Harrow;13,6;20086;7;0,1;16280;5;0,1;25031;8;8,4;23489;8;-0,5;23628;8;0,5;9235;3;26,4;9643;3;16,8;16999;6
E01002223;Harrow 031D;E09000015;Harrow;12,2;21595;7;0,1;15951;5;0,1;21740;7;11,6;20363;7;-1,0;28406;9;0,2;13328;5;20,4;16283;5;14,3;19181;6
E01002224;Harrow 031E;E09000015;Harrow;22,3;12537;4;0,2;8563;3;0,1;11176;4;20,9;13146;5;-0,4;22033;7;0,4;11104;4;28,2;8174;3;12,1;21317;7
E01002225;Harrow 001C;E09000015;Harrow;6,5;28641;9;0,1;27622;9;0,0;31698;10;2,2;30786;10;-1,6;31687;10;0,1;14437;5;27,1;9054;3;9,7;23862;8
E01002226;Harrow 001D;E09000015;Harrow;12,5;21272;7;0,1;14890;5;0,1;22023;7;4,1;28491;9;-1,2;29733;10;0,3;11335;4;23,8;12334;4;16,9;16925;6
E01002227;Harrow 003A;E09000015;Harrow;37,0;5441;2;0,3;3521;2;0,2;4499;2;21,2;12951;4;0,6;8821;3;0,0;15889;5;46,4;742;1;9,1;24522;8
E01002228;Harrow 003B;E09000015;Harrow;13,7;19914;7;0,1;14306;5;0,1;19440;6;6,7;25402;8;-1,1;29413;9;-0,1;17450;6;32,8;5094;2;8,3;25443;8
E01002229;Harrow 003C;E09000015;Harrow;19,7;14542;5;0,1;13685;5;0,1;14518;5;10,0;21815;7;-0,6;24661;8;1,0;2993;1;29,2;7407;3;13,0;20438;7
E01002230;Harrow 003D;E09000015;Harrow;9,7;24550;8;0,1;23138;8;0,0;27979;9;4,9;27455;9;-1,3;30478;10;0,2;14181;5;34,2;4385;2;7,4;26598;9
E01002231;Harrow 013E;E09000015;Harrow;22,2;12583;4;0,2;7875;3;0,1;13661;5;18,4;14877;5;-0,2;18405;6;0,4;10799;4;27,9;8430;3;15,7;17937;6
E01002232;Harrow 011A;E09000015;Harrow;18,0;15911;5;0,2;11220;4;0,1;17316;6;10,1;21732;7;-0,1;16888;6;0,5;9441;3;21,9;14454;5;20,0;14655;5
E01002233;Harrow 011B;E09000015;Harrow;24,2;11342;4;0,2;7381;3;0,1;10718;4;17,8;15307;5;-0,4;21523;7;0,5;8386;3;27,4;8832;3;21,2;13836;5
E01002234;Harrow 011C;E09000015;Harrow;17,8;16097;5;0,2;12050;4;0,1;13353;5;17,3;15642;5;-0,4;22564;7;0,2;14211;5;23,9;12131;4;11,7;21689;7
E01002235;Harrow 011D;E09000015;Harrow;32,3;7188;3;0,3;4288;2;0,2;7917;3;31,2;8128;3;-0,1;17277;6;0,4;10280;4;37,2;3074;1;19,6;14966;5
E01002236;Harrow 011E;E09000015;Harrow;22,0;12729;4;0,2;7330;3;0,1;14947;5;17,8;15293;5;-0,3;20310;7;0,2;14091;5;26,5;9556;3;26,4;10591;4
